id,co_localization_10_11,co_localization_10_20,co_localization_10_24,co_localization_10_30,co_localization_10_31,co_localization_10_32,co_localization_10_39,co_localization_10_40,co_localization_11_10,co_localization_11_20,co_localization_11_24,co_localization_11_30,co_localization_11_31,co_localization_11_32,co_localization_11_39,co_localization_11_40,co_localization_20_10,co_localization_20_11,co_localization_20_24,co_localization_20_30,co_localization_20_31,co_localization_20_32,co_localization_20_39,co_localization_20_40,co_localization_24_10,co_localization_24_11,co_localization_24_20,co_localization_24_30,co_localization_24_31,co_localization_24_32,co_localization_24_39,co_localization_24_40,co_localization_30_10,co_localization_30_11,co_localization_30_20,co_localization_30_24,co_localization_30_31,co_localization_30_32,co_localization_30_39,co_localization_30_40,co_localization_31_10,co_localization_31_11,co_localization_31_20,co_localization_31_24,co_localization_31_30,co_localization_31_32,co_localization_31_39,co_localization_31_40,co_localization_32_10,co_localization_32_11,co_localization_32_20,co_localization_32_24,co_localization_32_30,co_localization_32_31,co_localization_32_39,co_localization_32_40,co_localization_39_10,co_localization_39_11,co_localization_39_20,co_localization_39_24,co_localization_39_30,co_localization_39_31,co_localization_39_32,co_localization_39_40,co_localization_40_10,co_localization_40_11,co_localization_40_20,co_localization_40_24,co_localization_40_30,co_localization_40_31,co_localization_40_32,co_localization_40_39
1,0.9941288589403031,0.9933021171350624,0.9939092935029016,0.9947036023746431,0.9927826586828071,0.9948059037646574,0.9928482215650769,0.9942511918489686,0.9941288589403031,0.9929826944950335,0.9935295744383238,0.9930557882552805,0.9944527947850093,0.9939267956252553,0.9943758837574573,0.9938078905570908,0.9933021171350624,0.9929826944950335,0.9946902755678867,0.994325484227143,0.9937869184135439,0.9941570825841406,0.9942130144726267,0.9940252512794772,0.9939092935029017,0.9935295744383239,0.9946902755678866,0.9947866526928849,0.9938730065053833,0.9945915772002915,0.9938925263832218,0.9944294324141703,0.9947036023746431,0.9930557882552805,0.9943254842271431,0.9947866526928849,0.9947470050655405,0.9957331452898006,0.9929075801864409,0.9945373434807978,0.9927826586828071,0.9944527947850093,0.9937869184135439,0.9938730065053832,0.9947470050655405,0.9945333043775602,0.9947312233417849,0.9935830171232524,0.9948059037646574,0.9939267956252554,0.9941570825841405,0.9945915772002915,0.9957331452898005,0.99453330437756,0.9939374833116793,0.9948128924292979,0.9928482215650769,0.9943758837574573,0.9942130144726268,0.9938925263832218,0.992907580186441,0.9947312233417849,0.9939374833116793,0.994844066859417,0.9942511918489686,0.9938078905570908,0.9940252512794772,0.9944294324141704,0.9945373434807977,0.9935830171232524,0.9948128924292979,0.9948440668594168
2,0.9895676828971194,0.9911254093185561,0.989136259293742,0.9911426496052148,0.9891205313001653,0.9907017491125721,0.9903855760505064,0.9913146792397944,0.9895676828971194,0.9884040053002164,0.9882159773186127,0.9894963021451241,0.9901395383080439,0.9897348113235979,0.988836434163622,0.988178001818031,0.9911254093185561,0.9884040053002164,0.9927966232247536,0.9931560209036944,0.9920603586313185,0.9933703056042644,0.9919432274926986,0.9929178083198508,0.989136259293742,0.9882159773186127,0.9927966232247536,0.9919066305864532,0.9905556301034816,0.9919703033327129,0.9913831874293347,0.9921415266640554,0.9911426496052148,0.9894963021451241,0.9931560209036944,0.9919066305864532,0.9944591909163937,0.9944660063506704,0.9922526605695767,0.9929787126071787,0.9891205313001652,0.9901395383080438,0.9920603586313185,0.9905556301034816,0.9944591909163936,0.9942104266231186,0.9931548834559794,0.9931348678173935,0.990701749112572,0.9897348113235978,0.9933703056042644,0.9919703033327127,0.9944660063506704,0.9942104266231188,0.9926931807204399,0.9938973059402068,0.9903855760505063,0.988836434163622,0.9919432274926986,0.9913831874293347,0.9922526605695767,0.9931548834559794,0.9926931807204399,0.9945262465856757,0.9913146792397944,0.988178001818031,0.9929178083198509,0.9921415266640554,0.9929787126071785,0.9931348678173935,0.9938973059402066,0.9945262465856757
3,0.9945456858058999,0.9935427682610175,0.992090080655797,0.9920903102452151,0.9922872955634047,0.992959445270928,0.9901638674237986,0.9897826788894656,0.9945456858058999,0.9930082331962143,0.9912573402422089,0.99150481604012,0.9922491205831478,0.9916642901728975,0.9906196297309535,0.9896650730359341,0.9935427682610176,0.9930082331962143,0.9948982264925859,0.9937005504793716,0.9934214476718837,0.9939066214678138,0.9916022148778093,0.991300442676136,0.992090080655797,0.9912573402422088,0.9948982264925859,0.9927480998310863,0.9926221237899071,0.9928733465309537,0.9912929268345343,0.990731698444707,0.9920903102452151,0.99150481604012,0.9937005504793717,0.9927480998310863,0.9953177757716343,0.9950267481531797,0.9925611194361391,0.9911881029482733,0.9922872955634047,0.9922491205831478,0.9934214476718836,0.9926221237899072,0.9953177757716344,0.9951006778798596,0.992861232007445,0.9913192886101897,0.992959445270928,0.9916642901728975,0.9939066214678138,0.9928733465309537,0.9950267481531797,0.9951006778798595,0.9915805822922482,0.9908418759241723,0.9901638674237985,0.9906196297309536,0.9916022148778092,0.9912929268345343,0.992561119436139,0.992861232007445,0.9915805822922483,0.9947295889374322,0.9897826788894657,0.9896650730359341,0.9913004426761362,0.9907316984447071,0.9911881029482734,0.9913192886101898,0.9908418759241722,0.9947295889374322
4,0.9953235300088733,0.996662640803457,0.9963777983096038,0.9965302822282442,0.9952509788464541,0.9949362306445747,0.9951716671372428,0.9963879174095076,0.9953235300088733,0.9951285626779587,0.9952983126794915,0.9956939789336903,0.9952283621062697,0.9937711499964456,0.9959995038804152,0.9949359529713422,0.9966626408034571,0.9951285626779588,0.9961294090091732,0.9964133525709734,0.9947134469528233,0.9949301115077213,0.9950184069941957,0.9966343542636831,0.9963777983096038,0.9952983126794915,0.9961294090091733,0.9961604966113631,0.9950305794275494,0.9945399708157808,0.994771268645915,0.9959295253558645,0.9965302822282442,0.9956939789336903,0.9964133525709733,0.9961604966113631,0.9952014966389618,0.9945177085933828,0.99513722576219,0.9962103551870234,0.995250978846454,0.9952283621062699,0.9947134469528233,0.9950305794275494,0.9952014966389617,0.9949590351765689,0.9949257516229905,0.9945010815480947,0.9949362306445747,0.9937711499964454,0.9949301115077213,0.9945399708157809,0.9945177085933828,0.9949590351765689,0.9940083929941389,0.9946201127579665,0.9951716671372427,0.9959995038804154,0.9950184069941957,0.994771268645915,0.99513722576219,0.9949257516229905,0.9940083929941389,0.9954665365834229,0.9963879174095076,0.9949359529713422,0.996634354263683,0.9959295253558645,0.9962103551870234,0.9945010815480946,0.9946201127579665,0.9954665365834229
5,0.9903839444268717,0.9845106718186931,0.9841819183663592,0.9843034679851527,0.9835104232325281,0.9841199552724628,0.9830951762622654,0.9835631991022715,0.9903839444268715,0.9880283222652982,0.9885878217107594,0.9881449615679636,0.9887814755345451,0.9880585825397679,0.9884891643464935,0.9879193416068404,0.984510671818693,0.9880283222652984,0.9916129247697107,0.9909364108262623,0.9900120313216106,0.9903386340046089,0.9899902058291188,0.9900880841844206,0.9841819183663592,0.9885878217107594,0.991612924769711,0.9958322738712703,0.9946422482331007,0.9951425095533996,0.993854557834119,0.994558051753877,0.9843034679851527,0.9881449615679636,0.9909364108262622,0.9958322738712702,0.9951958376534856,0.9965081667174317,0.994224628929252,0.9943251291782154,0.9835104232325282,0.9887814755345451,0.9900120313216108,0.9946422482331008,0.9951958376534855,0.9956065907045021,0.9950759854029347,0.9936245710118513,0.9841199552724628,0.9880585825397679,0.9903386340046088,0.9951425095533996,0.9965081667174317,0.995606590704502,0.9941041100676534,0.9940047022342106,0.9830951762622654,0.9884891643464935,0.9899902058291189,0.993854557834119,0.9942246289292521,0.9950759854029346,0.9941041100676535,0.9948045089829354,0.9835631991022716,0.9879193416068404,0.9900880841844207,0.994558051753877,0.9943251291782151,0.9936245710118514,0.9940047022342104,0.9948045089829354
6,0.9953565841046015,0.9949003320144019,0.9956013723799134,0.95268027768599,0.9835048775764939,0.9928062456005788,0.9945069198256924,0.9950728383937663,0.9953565841046015,0.9945332496412758,0.9952291831631023,0.9530105598575525,0.9846344416555157,0.9929852611490007,0.9950397886053683,0.9945612302307414,0.9949003320144018,0.9945332496412758,0.9956707864748011,0.9524478956747959,0.9823340121901935,0.9925668961142969,0.9934210523273297,0.9943303789499051,0.9956013723799133,0.9952291831631022,0.995670786474801,0.9532456542764739,0.9838119410550255,0.9937464561147791,0.9945872726935273,0.9953231209610104,0.95268027768599,0.9530105598575525,0.9524478956747958,0.9532456542764739,0.9866277148434919,0.9725797356805675,0.9523522132879922,0.9528571115175886,0.9835048775764939,0.9846344416555157,0.9823340121901935,0.9838119410550256,0.9866277148434919,0.9931330272642077,0.9842788796917846,0.9829662092672828,0.9928062456005788,0.9929852611490007,0.9925668961142969,0.9937464561147791,0.9725797356805674,0.9931330272642077,0.9916949263757212,0.9929398827976046,0.9945069198256925,0.9950397886053685,0.9934210523273298,0.9945872726935273,0.9523522132879921,0.9842788796917845,0.9916949263757212,0.9949597726903612,0.9950728383937664,0.9945612302307413,0.9943303789499051,0.9953231209610104,0.9528571115175886,0.9829662092672828,0.9929398827976046,0.9949597726903612
7,0.9869870735571448,0.9801913942846122,0.9821524156767387,0.9825050601416688,0.9809515249934962,0.9764887281463798,0.9818795103296516,0.9820042544669558,0.9869870735571448,0.9888094425760898,0.9903408197231822,0.9907226841891815,0.9899335413797049,0.984745083667476,0.9918467663472174,0.991322313028356,0.9801913942846122,0.9888094425760897,0.9911207916718924,0.9907949456456463,0.9896937446700406,0.9850500003664728,0.9898582586401148,0.9899288344387075,0.9821524156767387,0.9903408197231823,0.9911207916718924,0.9927412421996179,0.9909723695216773,0.9869195429418611,0.9910347764830684,0.991214187638244,0.9825050601416687,0.9907226841891815,0.9907949456456464,0.9927412421996178,0.99415149252845,0.9887397691830407,0.9923675646379935,0.9922982175921233,0.9809515249934964,0.9899335413797049,0.9896937446700405,0.9909723695216772,0.99415149252845,0.9886415892500895,0.9924260367672709,0.9914109312029266,0.9764887281463797,0.9847450836674762,0.9850500003664727,0.9869195429418611,0.9887397691830407,0.9886415892500895,0.9875791072312204,0.9869141586266476,0.9818795103296515,0.9918467663472174,0.9898582586401149,0.9910347764830684,0.9923675646379934,0.9924260367672709,0.9875791072312204,0.9949020391759813,0.9820042544669557,0.9913223130283562,0.9899288344387075,0.9912141876382439,0.9922982175921233,0.9914109312029267,0.9869141586266476,0.9949020391759813
8,0.995108597520857,0.9951289116669694,0.9947445319299307,0.9947891639663314,0.9950296987727892,0.9945218400990073,0.9936220814216827,0.9944266033088751,0.995108597520857,0.9947622886701476,0.9937642241272486,0.9940961145862661,0.995261224353183,0.9939213728887027,0.9939997789868116,0.9933645156166,0.9951289116669693,0.9947622886701477,0.9951600543145328,0.9952310330521077,0.9944450002885719,0.9952130105132753,0.9934897059618557,0.9946838342028499,0.9947445319299308,0.9937642241272486,0.9951600543145329,0.9945633314074909,0.9941344838806144,0.9950913334321193,0.9932544185022936,0.9948909651351021,0.9947891639663314,0.994096114586266,0.9952310330521077,0.9945633314074909,0.9947506508339379,0.9951806222835712,0.9933175677939461,0.9948671324543269,0.9950296987727892,0.9952612243531831,0.9944450002885719,0.9941344838806144,0.9947506508339379,0.9950991063735357,0.9940900380039992,0.9935183218123628,0.9945218400990073,0.9939213728887027,0.9952130105132753,0.9950913334321193,0.9951806222835711,0.9950991063735357,0.992934444324647,0.9945167176002742,0.9936220814216826,0.9939997789868117,0.9934897059618557,0.9932544185022937,0.9933175677939461,0.9940900380039991,0.992934444324647,0.9946216061359353,0.9944266033088751,0.9933645156166,0.9946838342028499,0.994890965135102,0.994867132454327,0.9935183218123628,0.9945167176002742,0.9946216061359353
9,0.9850283573857901,0.9892264019979388,0.9889001548342508,0.9681969114063624,0.9882514309859893,0.9887845713905963,0.9902676356445685,0.9912916376359766,0.98502835738579,0.9755736981926446,0.9778701060053835,0.9569278661936678,0.9775605345588788,0.9766647962052151,0.9788744678312294,0.9801749335224569,0.9892264019979387,0.9755736981926445,0.9885493516065804,0.966238180356474,0.9865784266442872,0.9879463075188525,0.9892669579494769,0.9896801629923826,0.9889001548342508,0.9778701060053835,0.9885493516065804,0.9675869176720165,0.9872145654995302,0.9873069221522228,0.9888251862947954,0.9897584514952567,0.9681969114063625,0.9569278661936678,0.966238180356474,0.9675869176720164,0.9764684649365394,0.9793688822675208,0.9684667325752916,0.9702357834128099,0.9882514309859894,0.9775605345588788,0.9865784266442872,0.9872145654995301,0.9764684649365394,0.9926566772556153,0.9893026330943822,0.9893091928772825,0.9887845713905963,0.9766647962052151,0.9879463075188525,0.9873069221522226,0.979368882267521,0.9926566772556155,0.98908831792004,0.9899220744684282,0.9902676356445687,0.9788744678312294,0.9892669579494769,0.9888251862947955,0.9684667325752916,0.9893026330943823,0.98908831792004,0.9942894911295679,0.9912916376359767,0.9801749335224569,0.9896801629923825,0.9897584514952567,0.97023578341281,0.9893091928772824,0.9899220744684282,0.9942894911295678
10,0.993865591136801,0.9890465802571081,0.9897241205275928,0.9858461376755943,0.9837195571403933,0.9837817203622007,0.9819306668731491,0.9840361409668527,0.9938655911368008,0.990350884619409,0.9903248223085459,0.9866051457969067,0.9843802321426569,0.985383765388251,0.9824041065594298,0.984890658452489,0.9890465802571082,0.9903508846194091,0.9906611572744703,0.9859891205781276,0.983929546121083,0.9852577835146722,0.9826880272689794,0.9857192325062726,0.9897241205275927,0.9903248223085459,0.9906611572744703,0.9880229126796977,0.9847646399749717,0.985789510376252,0.9832546433784168,0.9856663711924609,0.9858461376755943,0.9866051457969068,0.9859891205781276,0.9880229126796977,0.9908014387222823,0.9886176072262862,0.9822459992333337,0.985529054029261,0.9837195571403933,0.9843802321426568,0.9839295461210829,0.9847646399749717,0.9908014387222823,0.9906487213302156,0.9848903706840908,0.9833026853216967,0.9837817203622006,0.985383765388251,0.9852577835146722,0.985789510376252,0.9886176072262863,0.9906487213302156,0.9847006214476712,0.9850354740532039,0.9819306668731491,0.9824041065594297,0.9826880272689795,0.9832546433784168,0.9822459992333337,0.9848903706840908,0.9847006214476711,0.9868400687493134,0.9840361409668525,0.984890658452489,0.9857192325062725,0.9856663711924609,0.9855290540292612,0.9833026853216967,0.9850354740532039,0.9868400687493133
